Date,Country,Region,Business Unit,Account,Scenario,Amount EUR
2026-03-01,Italy,Southern Europe,Equipment,Depreciation,Actual,-71695.68
2026-03-01,Italy,Southern Europe,Equipment,Other Operating Income,Actual,6430.5
2026-03-01,Italy,Southern Europe,Equipment,Revenue,Budget,1616586.38
2026-03-01,Italy,Southern Europe,Equipment,Material Costs,Budget,-695132.14
2026-03-01,Italy,Southern Europe,Equipment,Production Costs,Budget,-242487.96
2026-03-01,Italy,Southern Europe,Equipment,Personnel Costs,Budget,-193990.37
2026-03-01,Italy,Southern Europe,Equipment,External Services,Budget,-64663.46
2026-03-01,Italy,Southern Europe,Equipment,Travel Expenses,Budget,-19409.29
2026-03-01,Italy,Southern Europe,Equipment,IT Expenses,Budget,-15850.51
2026-03-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Budget,-30046.81
2026-03-01,Italy,Southern Europe,Equipment,Depreciation,Budget,-72746.39
2026-03-01,Italy,Southern Europe,Equipment,Other Operating Income,Budget,6638.27
2026-03-01,Italy,Southern Europe,Equipment,Revenue,Forecast,1603458.56
2026-03-01,Italy,Southern Europe,Equipment,Material Costs,Forecast,-684912.4
2026-03-01,Italy,Southern Europe,Equipment,Production Costs,Forecast,-238922.93
2026-03-01,Italy,Southern Europe,Equipment,Personnel Costs,Forecast,-191138.34
2026-03-01,Italy,Southern Europe,Equipment,External Services,Forecast,-63712.78
2026-03-01,Italy,Southern Europe,Equipment,Travel Expenses,Forecast,-19819.8
2026-03-01,Italy,Southern Europe,Equipment,IT Expenses,Forecast,-15875.02
2026-03-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Forecast,-28297.99
2026-03-01,Italy,Southern Europe,Equipment,Depreciation,Forecast,-72155.64
2026-03-01,Italy,Southern Europe,Equipment,Other Operating Income,Forecast,6218.93
2026-03-01,Switzerland,DACH,Industrial Solutions,Revenue,Actual,1899428.16
2026-03-01,Switzerland,DACH,Industrial Solutions,Material Costs,Actual,-681205.02
2026-03-01,Switzerland,DACH,Industrial Solutions,Production Costs,Actual,-220931.36
2026-03-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Actual,-266958.72
2026-03-01,Switzerland,DACH,Industrial Solutions,External Services,Actual,-92054.73
2026-03-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Actual,-21373.86
2026-03-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Actual,-18961.58
2026-03-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Actual,-34061.22
2026-03-01,Switzerland,DACH,Industrial Solutions,Depreciation,Actual,-66479.99
2026-03-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Actual,7498.43
2026-03-01,Switzerland,DACH,Industrial Solutions,Revenue,Budget,1828876.21
2026-03-01,Switzerland,DACH,Industrial Solutions,Material Costs,Budget,-676684.2
2026-03-01,Switzerland,DACH,Industrial Solutions,Production Costs,Budget,-219465.15
2026-03-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Budget,-265187.05
2026-03-01,Switzerland,DACH,Industrial Solutions,External Services,Budget,-91443.81
2026-03-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Budget,-21260.09
2026-03-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Budget,-17859.99
2026-03-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Budget,-33301.95
2026-03-01,Switzerland,DACH,Industrial Solutions,Depreciation,Budget,-64010.67
2026-03-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Budget,7154.4
2026-03-01,Switzerland,DACH,Industrial Solutions,Revenue,Forecast,1840319.84
2026-03-01,Switzerland,DACH,Industrial Solutions,Material Costs,Forecast,-683503.31
2026-03-01,Switzerland,DACH,Industrial Solutions,Production Costs,Forecast,-221676.75
2026-03-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Forecast,-267859.41
2026-03-01,Switzerland,DACH,Industrial Solutions,External Services,Forecast,-92365.31
2026-03-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Forecast,-21497.35
2026-03-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Forecast,-18469.84
2026-03-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-34205.06
2026-03-01,Switzerland,DACH,Industrial Solutions,Depreciation,Forecast,-64411.19
2026-03-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Forecast,7533.88
2026-03-01,Switzerland,DACH,Services,Revenue,Actual,1178381.23
2026-03-01,Switzerland,DACH,Services,Material Costs,Actual,-212150.41
2026-03-01,Switzerland,DACH,Services,Production Costs,Actual,-94289.07
2026-03-01,Switzerland,DACH,Services,Personnel Costs,Actual,-276974.14
2026-03-01,Switzerland,DACH,Services,External Services,Actual,-88396.0
2026-03-01,Switzerland,DACH,Services,Travel Expenses,Actual,-14002.44
2026-03-01,Switzerland,DACH,Services,IT Expenses,Actual,-11745.08
2026-03-01,Switzerland,DACH,Services,Other Operating Expenses,Actual,-21323.33
2026-03-01,Switzerland,DACH,Services,Depreciation,Actual,-23567.62
2026-03-01,Switzerland,DACH,Services,Other Operating Income,Actual,4526.24
2026-03-01,Switzerland,DACH,Services,Revenue,Budget,1162088.39
2026-03-01,Switzerland,DACH,Services,Material Costs,Budget,-209175.91
2026-03-01,Switzerland,DACH,Services,Production Costs,Budget,-92967.07
2026-03-01,Switzerland,DACH,Services,Personnel Costs,Budget,-273090.77
2026-03-01,Switzerland,DACH,Services,External Services,Budget,-87156.63
2026-03-01,Switzerland,DACH,Services,Travel Expenses,Budget,-13520.07
2026-03-01,Switzerland,DACH,Services,IT Expenses,Budget,-11298.16
2026-03-01,Switzerland,DACH,Services,Other Operating Expenses,Budget,-20080.75
2026-03-01,Switzerland,DACH,Services,Depreciation,Budget,-23241.77
2026-03-01,Switzerland,DACH,Services,Other Operating Income,Budget,4422.02
2026-03-01,Switzerland,DACH,Services,Revenue,Forecast,1168794.8
2026-03-01,Switzerland,DACH,Services,Material Costs,Forecast,-210785.64
2026-03-01,Switzerland,DACH,Services,Production Costs,Forecast,-93682.51
2026-03-01,Switzerland,DACH,Services,Personnel Costs,Forecast,-275192.37
2026-03-01,Switzerland,DACH,Services,External Services,Forecast,-87827.35
2026-03-01,Switzerland,DACH,Services,Travel Expenses,Forecast,-13649.88
2026-03-01,Switzerland,DACH,Services,IT Expenses,Forecast,-11808.01
2026-03-01,Switzerland,DACH,Services,Other Operating Expenses,Forecast,-21056.56
2026-03-01,Switzerland,DACH,Services,Depreciation,Forecast,-23375.9
2026-03-01,Switzerland,DACH,Services,Other Operating Income,Forecast,4307.05
2026-03-01,Switzerland,DACH,Equipment,Revenue,Actual,1521279.12
2026-03-01,Switzerland,DACH,Equipment,Material Costs,Actual,-661021.73
2026-03-01,Switzerland,DACH,Equipment,Production Costs,Actual,-230588.98
2026-03-01,Switzerland,DACH,Equipment,Personnel Costs,Actual,-184471.18
2026-03-01,Switzerland,DACH,Equipment,External Services,Actual,-61490.39
2026-03-01,Switzerland,DACH,Equipment,Travel Expenses,Actual,-17786.28
2026-03-01,Switzerland,DACH,Equipment,IT Expenses,Actual,-15242.51
2026-03-01,Switzerland,DACH,Equipment,Other Operating Expenses,Actual,-26517.38
2026-03-01,Switzerland,DACH,Equipment,Depreciation,Actual,-68457.56
2026-03-01,Switzerland,DACH,Equipment,Other Operating Income,Actual,5648.67
2026-03-01,Switzerland,DACH,Equipment,Revenue,Budget,1490926.49
2026-03-01,Switzerland,DACH,Equipment,Material Costs,Budget,-641098.39
2026-03-01,Switzerland,DACH,Equipment,Production Costs,Budget,-223638.97
2026-03-01,Switzerland,DACH,Equipment,Personnel Costs,Budget,-178911.18
2026-03-01,Switzerland,DACH,Equipment,External Services,Budget,-59637.06
2026-03-01,Switzerland,DACH,Equipment,Travel Expenses,Budget,-17685.65
2026-03-01,Switzerland,DACH,Equipment,IT Expenses,Budget,-14872.37
2026-03-01,Switzerland,DACH,Equipment,Other Operating Expenses,Budget,-26569.87
2026-03-01,Switzerland,DACH,Equipment,Depreciation,Budget,-67091.69
2026-03-01,Switzerland,DACH,Equipment,Other Operating Income,Budget,5681.26
2026-03-01,Switzerland,DACH,Equipment,Revenue,Forecast,1495633.49
2026-03-01,Switzerland,DACH,Equipment,Material Costs,Forecast,-640036.19
2026-03-01,Switzerland,DACH,Equipment,Production Costs,Forecast,-223268.44
2026-03-01,Switzerland,DACH,Equipment,Personnel Costs,Forecast,-178614.75
2026-03-01,Switzerland,DACH,Equipment,External Services,Forecast,-59538.25
2026-03-01,Switzerland,DACH,Equipment,Travel Expenses,Forecast,-18092.6
2026-03-01,Switzerland,DACH,Equipment,IT Expenses,Forecast,-14942.91
2026-03-01,Switzerland,DACH,Equipment,Other Operating Expenses,Forecast,-27044.23
2026-03-01,Switzerland,DACH,Equipment,Depreciation,Forecast,-67303.51
2026-03-01,Switzerland,DACH,Equipment,Other Operating Income,Forecast,5822.17
2026-04-01,Austria,DACH,Industrial Solutions,Revenue,Actual,2440310.56
2026-04-01,Austria,DACH,Industrial Solutions,Material Costs,Actual,-962129.36
2026-04-01,Austria,DACH,Industrial Solutions,Production Costs,Actual,-312041.95
2026-04-01,Austria,DACH,Industrial Solutions,Personnel Costs,Actual,-377050.7
2026-04-01,Austria,DACH,Industrial Solutions,External Services,Actual,-130017.48
2026-04-01,Austria,DACH,Industrial Solutions,Travel Expenses,Actual,-29706.21
2026-04-01,Austria,DACH,Industrial Solutions,IT Expenses,Actual,-24304.26
2026-04-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Actual,-43345.45
2026-04-01,Austria,DACH,Industrial Solutions,Depreciation,Actual,-85410.87
2026-04-01,Austria,DACH,Industrial Solutions,Other Operating Income,Actual,10165.78
2026-04-01,Austria,DACH,Industrial Solutions,Revenue,Budget,2580866.97
2026-04-01,Austria,DACH,Industrial Solutions,Material Costs,Budget,-954920.78
2026-04-01,Austria,DACH,Industrial Solutions,Production Costs,Budget,-309704.04
2026-04-01,Austria,DACH,Industrial Solutions,Personnel Costs,Budget,-374225.71
2026-04-01,Austria,DACH,Industrial Solutions,External Services,Budget,-129043.35
2026-04-01,Austria,DACH,Industrial Solutions,Travel Expenses,Budget,-29648.3
2026-04-01,Austria,DACH,Industrial Solutions,IT Expenses,Budget,-25307.92
2026-04-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Budget,-45993.89
2026-04-01,Austria,DACH,Industrial Solutions,Depreciation,Budget,-90330.34
2026-04-01,Austria,DACH,Industrial Solutions,Other Operating Income,Budget,10834.54
2026-04-01,Austria,DACH,Industrial Solutions,Revenue,Forecast,2513326.04
2026-04-01,Austria,DACH,Industrial Solutions,Material Costs,Forecast,-934168.53
2026-04-01,Austria,DACH,Industrial Solutions,Production Costs,Forecast,-302973.58
2026-04-01,Austria,DACH,Industrial Solutions,Personnel Costs,Forecast,-366093.07
2026-04-01,Austria,DACH,Industrial Solutions,External Services,Forecast,-126238.99
2026-04-01,Austria,DACH,Industrial Solutions,Travel Expenses,Forecast,-29284.03
2026-04-01,Austria,DACH,Industrial Solutions,IT Expenses,Forecast,-24977.28
2026-04-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-44545.07
2026-04-01,Austria,DACH,Industrial Solutions,Depreciation,Forecast,-87966.41
2026-04-01,Austria,DACH,Industrial Solutions,Other Operating Income,Forecast,9767.88
2026-04-01,Austria,DACH,Services,Revenue,Actual,1514306.02
2026-04-01,Austria,DACH,Services,Material Costs,Actual,-278218.95
2026-04-01,Austria,DACH,Services,Production Costs,Actual,-123652.87
2026-04-01,Austria,DACH,Services,Personnel Costs,Actual,-363230.3
2026-04-01,Austria,DACH,Services,External Services,Actual,-115924.56
2026-04-01,Austria,DACH,Services,Travel Expenses,Actual,-18766.36
2026-04-01,Austria,DACH,Services,IT Expenses,Actual,-15002.85
2026-04-01,Austria,DACH,Services,Other Operating Expenses,Actual,-27155.33
2026-04-01,Austria,DACH,Services,Depreciation,Actual,-30286.12
2026-04-01,Austria,DACH,Services,Other Operating Income,Actual,5709.99
2026-04-01,Austria,DACH,Services,Revenue,Budget,1609361.13
2026-04-01,Austria,DACH,Services,Material Costs,Budget,-289685.0
2026-04-01,Austria,DACH,Services,Production Costs,Budget,-128748.89
2026-04-01,Austria,DACH,Services,Personnel Costs,Budget,-378199.87
2026-04-01,Austria,DACH,Services,External Services,Budget,-120702.08
2026-04-01,Austria,DACH,Services,Travel Expenses,Budget,-19008.36
2026-04-01,Austria,DACH,Services,IT Expenses,Budget,-16252.51
2026-04-01,Austria,DACH,Services,Other Operating Expenses,Budget,-29907.13
2026-04-01,Austria,DACH,Services,Depreciation,Budget,-32187.22
2026-04-01,Austria,DACH,Services,Other Operating Income,Budget,6152.35
2026-04-01,Austria,DACH,Services,Revenue,Forecast,1577120.83
2026-04-01,Austria,DACH,Services,Material Costs,Forecast,-282636.62
2026-04-01,Austria,DACH,Services,Production Costs,Forecast,-125616.28
2026-04-01,Austria,DACH,Services,Personnel Costs,Forecast,-368997.81
2026-04-01,Austria,DACH,Services,External Services,Forecast,-117765.26
2026-04-01,Austria,DACH,Services,Travel Expenses,Forecast,-18839.55
2026-04-01,Austria,DACH,Services,IT Expenses,Forecast,-15330.94
2026-04-01,Austria,DACH,Services,Other Operating Expenses,Forecast,-28807.86
2026-04-01,Austria,DACH,Services,Depreciation,Forecast,-31542.42
2026-04-01,Austria,DACH,Services,Other Operating Income,Forecast,6125.79
2026-04-01,Austria,DACH,Equipment,Revenue,Actual,1982984.78
2026-04-01,Austria,DACH,Equipment,Material Costs,Actual,-852533.28
2026-04-01,Austria,DACH,Equipment,Production Costs,Actual,-297395.33
2026-04-01,Austria,DACH,Equipment,Personnel Costs,Actual,-237916.26
2026-04-01,Austria,DACH,Equipment,External Services,Actual,-79305.42
2026-04-01,Austria,DACH,Equipment,Travel Expenses,Actual,-23641.9
2026-04-01,Austria,DACH,Equipment,IT Expenses,Actual,-19682.37
2026-04-01,Austria,DACH,Equipment,Other Operating Expenses,Actual,-35043.69
2026-04-01,Austria,DACH,Equipment,Depreciation,Actual,-89234.32
2026-04-01,Austria,DACH,Equipment,Other Operating Income,Actual,8033.32
2026-04-01,Austria,DACH,Equipment,Revenue,Budget,2010132.03
2026-04-01,Austria,DACH,Equipment,Material Costs,Budget,-864356.77
2026-04-01,Austria,DACH,Equipment,Production Costs,Budget,-301519.81
2026-04-01,Austria,DACH,Equipment,Personnel Costs,Budget,-241215.84
2026-04-01,Austria,DACH,Equipment,External Services,Budget,-80405.28
2026-04-01,Austria,DACH,Equipment,Travel Expenses,Budget,-25318.22
2026-04-01,Austria,DACH,Equipment,IT Expenses,Budget,-20157.56
2026-04-01,Austria,DACH,Equipment,Other Operating Expenses,Budget,-37083.42
2026-04-01,Austria,DACH,Equipment,Depreciation,Budget,-90455.94
2026-04-01,Austria,DACH,Equipment,Other Operating Income,Budget,7593.4
2026-04-01,Austria,DACH,Equipment,Revenue,Forecast,1982601.93
2026-04-01,Austria,DACH,Equipment,Material Costs,Forecast,-854132.77
2026-04-01,Austria,DACH,Equipment,Production Costs,Forecast,-297953.29
2026-04-01,Austria,DACH,Equipment,Personnel Costs,Forecast,-238362.63
2026-04-01,Austria,DACH,Equipment,External Services,Forecast,-79454.21
2026-04-01,Austria,DACH,Equipment,Travel Expenses,Forecast,-23007.99
2026-04-01,Austria,DACH,Equipment,IT Expenses,Forecast,-19240.39
2026-04-01,Austria,DACH,Equipment,Other Operating Expenses,Forecast,-35027.19
2026-04-01,Austria,DACH,Equipment,Depreciation,Forecast,-89217.09
2026-04-01,Austria,DACH,Equipment,Other Operating Income,Forecast,8308.5
2026-04-01,Germany,DACH,Industrial Solutions,Revenue,Actual,3465082.66
2026-04-01,Germany,DACH,Industrial Solutions,Material Costs,Actual,-1275789.4
2026-04-01,Germany,DACH,Industrial Solutions,Production Costs,Actual,-413769.53
2026-04-01,Germany,DACH,Industrial Solutions,Personnel Costs,Actual,-499971.52
2026-04-01,Germany,DACH,Industrial Solutions,External Services,Actual,-172403.97
2026-04-01,Germany,DACH,Industrial Solutions,Travel Expenses,Actual,-41957.34
2026-04-01,Germany,DACH,Industrial Solutions,IT Expenses,Actual,-34772.48
2026-04-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Actual,-59496.48
2026-04-01,Germany,DACH,Industrial Solutions,Depreciation,Actual,-121277.89
2026-04-01,Germany,DACH,Industrial Solutions,Other Operating Income,Actual,13366.73
2026-04-01,Germany,DACH,Industrial Solutions,Revenue,Budget,3475029.56
2026-04-01,Germany,DACH,Industrial Solutions,Material Costs,Budget,-1285760.94
2026-04-01,Germany,DACH,Industrial Solutions,Production Costs,Budget,-417003.55
2026-04-01,Germany,DACH,Industrial Solutions,Personnel Costs,Budget,-503879.29
2026-04-01,Germany,DACH,Industrial Solutions,External Services,Budget,-173751.48
2026-04-01,Germany,DACH,Industrial Solutions,Travel Expenses,Budget,-41620.19
2026-04-01,Germany,DACH,Industrial Solutions,IT Expenses,Budget,-35123.02
2026-04-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Budget,-59116.31
2026-04-01,Germany,DACH,Industrial Solutions,Depreciation,Budget,-121626.03
2026-04-01,Germany,DACH,Industrial Solutions,Other Operating Income,Budget,13809.98
2026-04-01,Germany,DACH,Industrial Solutions,Revenue,Forecast,3427016.41
2026-04-01,Germany,DACH,Industrial Solutions,Material Costs,Forecast,-1270172.7
2026-04-01,Germany,DACH,Industrial Solutions,Production Costs,Forecast,-411947.9
2026-04-01,Germany,DACH,Industrial Solutions,Personnel Costs,Forecast,-497770.38
2026-04-01,Germany,DACH,Industrial Solutions,External Services,Forecast,-171644.96
2026-04-01,Germany,DACH,Industrial Solutions,Travel Expenses,Forecast,-42172.39
2026-04-01,Germany,DACH,Industrial Solutions,IT Expenses,Forecast,-34745.05
2026-04-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-62584.71
2026-04-01,Germany,DACH,Industrial Solutions,Depreciation,Forecast,-119945.57
2026-04-01,Germany,DACH,Industrial Solutions,Other Operating Income,Forecast,13269.44
2026-04-01,Germany,DACH,Services,Revenue,Actual,2213175.13
2026-04-01,Germany,DACH,Services,Material Costs,Actual,-436984.3
2026-04-01,Germany,DACH,Services,Production Costs,Actual,-194215.24
2026-04-01,Germany,DACH,Services,Personnel Costs,Actual,-570507.28
2026-04-01,Germany,DACH,Services,External Services,Actual,-182076.79
2026-04-01,Germany,DACH,Services,Travel Expenses,Actual,-27124.23
2026-04-01,Germany,DACH,Services,IT Expenses,Actual,-22321.79
2026-04-01,Germany,DACH,Services,Other Operating Expenses,Actual,-40215.25
2026-04-01,Germany,DACH,Services,Depreciation,Actual,-44263.5
2026-04-01,Germany,DACH,Services,Other Operating Income,Actual,8655.77
2026-04-01,Germany,DACH,Services,Revenue,Budget,2098245.35
2026-04-01,Germany,DACH,Services,Material Costs,Budget,-377684.16
2026-04-01,Germany,DACH,Services,Production Costs,Budget,-167859.63
2026-04-01,Germany,DACH,Services,Personnel Costs,Budget,-493087.66
2026-04-01,Germany,DACH,Services,External Services,Budget,-157368.4
2026-04-01,Germany,DACH,Services,Travel Expenses,Budget,-25080.7
2026-04-01,Germany,DACH,Services,IT Expenses,Budget,-21682.88
2026-04-01,Germany,DACH,Services,Other Operating Expenses,Budget,-36878.44
2026-04-01,Germany,DACH,Services,Depreciation,Budget,-41964.91
2026-04-01,Germany,DACH,Services,Other Operating Income,Budget,8935.09
2026-04-01,Germany,DACH,Services,Revenue,Forecast,2178776.6
2026-04-01,Germany,DACH,Services,Material Costs,Forecast,-390664.27
2026-04-01,Germany,DACH,Services,Production Costs,Forecast,-173628.57
2026-04-01,Germany,DACH,Services,Personnel Costs,Forecast,-510033.91
2026-04-01,Germany,DACH,Services,External Services,Forecast,-162776.78
2026-04-01,Germany,DACH,Services,Travel Expenses,Forecast,-27184.93
2026-04-01,Germany,DACH,Services,IT Expenses,Forecast,-21174.74
2026-04-01,Germany,DACH,Services,Other Operating Expenses,Forecast,-39792.43
2026-04-01,Germany,DACH,Services,Depreciation,Forecast,-43575.53
2026-04-01,Germany,DACH,Services,Other Operating Income,Forecast,8458.27
2026-04-01,Germany,DACH,Equipment,Revenue,Actual,2740860.79
2026-04-01,Germany,DACH,Equipment,Material Costs,Actual,-1153674.57
2026-04-01,Germany,DACH,Equipment,Production Costs,Actual,-402444.62
2026-04-01,Germany,DACH,Equipment,Personnel Costs,Actual,-321955.69
2026-04-01,Germany,DACH,Equipment,External Services,Actual,-107318.56
2026-04-01,Germany,DACH,Equipment,Travel Expenses,Actual,-31411.24
2026-04-01,Germany,DACH,Equipment,IT Expenses,Actual,-27358.26
2026-04-01,Germany,DACH,Equipment,Other Operating Expenses,Actual,-49227.65
2026-04-01,Germany,DACH,Equipment,Depreciation,Actual,-123338.74
2026-04-01,Germany,DACH,Equipment,Other Operating Income,Actual,11203.9
2026-04-01,Germany,DACH,Equipment,Revenue,Budget,2673860.65
2026-04-01,Germany,DACH,Equipment,Material Costs,Budget,-1149760.08
2026-04-01,Germany,DACH,Equipment,Production Costs,Budget,-401079.1
2026-04-01,Germany,DACH,Equipment,Personnel Costs,Budget,-320863.28
2026-04-01,Germany,DACH,Equipment,External Services,Budget,-106954.43
2026-04-01,Germany,DACH,Equipment,Travel Expenses,Budget,-33000.4
2026-04-01,Germany,DACH,Equipment,IT Expenses,Budget,-26706.83
2026-04-01,Germany,DACH,Equipment,Other Operating Expenses,Budget,-50362.1
2026-04-01,Germany,DACH,Equipment,Depreciation,Budget,-120323.73
2026-04-01,Germany,DACH,Equipment,Other Operating Income,Budget,10791.37
2026-04-01,Germany,DACH,Equipment,Revenue,Forecast,2732601.81
2026-04-01,Germany,DACH,Equipment,Material Costs,Forecast,-1170134.09
2026-04-01,Germany,DACH,Equipment,Production Costs,Forecast,-408186.31
2026-04-01,Germany,DACH,Equipment,Personnel Costs,Forecast,-326549.05
2026-04-01,Germany,DACH,Equipment,External Services,Forecast,-108849.68
2026-04-01,Germany,DACH,Equipment,Travel Expenses,Forecast,-31205.86
2026-04-01,Germany,DACH,Equipment,IT Expenses,Forecast,-27182.47
2026-04-01,Germany,DACH,Equipment,Other Operating Expenses,Forecast,-48773.19
2026-04-01,Germany,DACH,Equipment,Depreciation,Forecast,-122967.08
2026-04-01,Germany,DACH,Equipment,Other Operating Income,Forecast,11350.27
2026-04-01,France,Western Europe,Industrial Solutions,Revenue,Actual,2684028.48
2026-04-01,France,Western Europe,Industrial Solutions,Material Costs,Actual,-1009762.82
2026-04-01,France,Western Europe,Industrial Solutions,Production Costs,Actual,-327490.64
2026-04-01,France,Western Europe,Industrial Solutions,Personnel Costs,Actual,-395717.86
2026-04-01,France,Western Europe,Industrial Solutions,External Services,Actual,-136454.43
2026-04-01,France,Western Europe,Industrial Solutions,Travel Expenses,Actual,-33684.8
2026-04-01,France,Western Europe,Industrial Solutions,IT Expenses,Actual,-27316.7
2026-04-01,France,Western Europe,Industrial Solutions,Other Operating Expenses,Actual,-49231.47
2026-04-01,France,Western Europe,Industrial Solutions,Depreciation,Actual,-93941.0
2026-04-01,France,Western Europe,Industrial Solutions,Other Operating Income,Actual,10761.92
2026-04-01,France,Western Europe,Industrial Solutions,Revenue,Budget,2815126.89
2026-04-01,France,Western Europe,Industrial Solutions,Material Costs,Budget,-1041596.95
2026-04-01,France,Western Europe,Industrial Solutions,Production Costs,Budget,-337815.23
2026-04-01,France,Western Europe,Industrial Solutions,Personnel Costs,Budget,-408193.4
2026-04-01,France,Western Europe,Industrial Solutions,External Services,Budget,-140756.34
2026-04-01,France,Western Europe,Industrial Solutions,Travel Expenses,Budget,-34175.06
2026-04-01,France,Western Europe,Industrial Solutions,IT Expenses,Budget,-28854.77
2026-04-01,France,Western Europe,Industrial Solutions,Other Operating Expenses,Budget,-48983.91
2026-04-01,France,Western Europe,Industrial Solutions,Depreciation,Budget,-98529.44
2026-04-01,France,Western Europe,Industrial Solutions,Other Operating Income,Budget,11103.11
2026-04-01,France,Western Europe,Industrial Solutions,Revenue,Forecast,2746802.74
2026-04-01,France,Western Europe,Industrial Solutions,Material Costs,Forecast,-1006894.92
2026-04-01,France,Western Europe,Industrial Solutions,Production Costs,Forecast,-326560.51
2026-04-01,France,Western Europe,Industrial Solutions,Personnel Costs,Forecast,-394593.95
2026-04-01,France,Western Europe,Industrial Solutions,External Services,Forecast,-136066.88
2026-04-01,France,Western Europe,Industrial Solutions,Travel Expenses,Forecast,-33336.56
2026-04-01,France,Western Europe,Industrial Solutions,IT Expenses,Forecast,-28143.86
2026-04-01,France,Western Europe,Industrial Solutions,Other Operating Expenses,Forecast,-48704.55
2026-04-01,France,Western Europe,Industrial Solutions,Depreciation,Forecast,-96138.1
2026-04-01,France,Western Europe,Industrial Solutions,Other Operating Income,Forecast,9936.7
2026-04-01,France,Western Europe,Services,Revenue,Actual,1805685.64
2026-04-01,France,Western Europe,Services,Material Costs,Actual,-328502.68
2026-04-01,France,Western Europe,Services,Production Costs,Actual,-146001.19
2026-04-01,France,Western Europe,Services,Personnel Costs,Actual,-428878.5
2026-04-01,France,Western Europe,Services,External Services,Actual,-136876.12
2026-04-01,France,Western Europe,Services,Travel Expenses,Actual,-21486.22
2026-04-01,France,Western Europe,Services,IT Expenses,Actual,-17594.95
2026-04-01,France,Western Europe,Services,Other Operating Expenses,Actual,-32921.05
2026-04-01,France,Western Europe,Services,Depreciation,Actual,-36113.71
2026-04-01,France,Western Europe,Services,Other Operating Income,Actual,6981.71
2026-04-01,France,Western Europe,Services,Revenue,Budget,1741088.21
2026-04-01,France,Western Europe,Services,Material Costs,Budget,-313395.88
2026-04-01,France,Western Europe,Services,Production Costs,Budget,-139287.06
2026-04-01,France,Western Europe,Services,Personnel Costs,Budget,-409155.73
2026-04-01,France,Western Europe,Services,External Services,Budget,-130581.62
2026-04-01,France,Western Europe,Services,Travel Expenses,Budget,-22262.03
2026-04-01,France,Western Europe,Services,IT Expenses,Budget,-17609.54
2026-04-01,France,Western Europe,Services,Other Operating Expenses,Budget,-30884.66
2026-04-01,France,Western Europe,Services,Depreciation,Budget,-34821.76
2026-04-01,France,Western Europe,Services,Other Operating Income,Budget,6794.04
2026-04-01,France,Western Europe,Services,Revenue,Forecast,1784258.09
2026-04-01,France,Western Europe,Services,Material Costs,Forecast,-320808.25
2026-04-01,France,Western Europe,Services,Production Costs,Forecast,-142581.44
2026-04-01,France,Western Europe,Services,Personnel Costs,Forecast,-418832.99
2026-04-01,France,Western Europe,Services,External Services,Forecast,-133670.1
2026-04-01,France,Western Europe,Services,Travel Expenses,Forecast,-21257.26
2026-04-01,France,Western Europe,Services,IT Expenses,Forecast,-18241.12
2026-04-01,France,Western Europe,Services,Other Operating Expenses,Forecast,-32266.32
2026-04-01,France,Western Europe,Services,Depreciation,Forecast,-35685.16
2026-04-01,France,Western Europe,Services,Other Operating Income,Forecast,6928.17
2026-04-01,France,Western Europe,Equipment,Revenue,Actual,2075855.96
2026-04-01,France,Western Europe,Equipment,Material Costs,Actual,-879045.21
2026-04-01,France,Western Europe,Equipment,Production Costs,Actual,-306643.68
2026-04-01,France,Western Europe,Equipment,Personnel Costs,Actual,-245314.94
2026-04-01,France,Western Europe,Equipment,External Services,Actual,-81771.65
2026-04-01,France,Western Europe,Equipment,Travel Expenses,Actual,-25181.63
2026-04-01,France,Western Europe,Equipment,IT Expenses,Actual,-20887.72
2026-04-01,France,Western Europe,Equipment,Other Operating Expenses,Actual,-35600.22
2026-04-01,France,Western Europe,Equipment,Depreciation,Actual,-93413.52
2026-04-01,France,Western Europe,Equipment,Other Operating Income,Actual,8972.77
2026-04-01,France,Western Europe,Equipment,Revenue,Budget,2266620.21
